Province/Territory,Program Stream,Employer,Incorporate Status,Approved LMIAs,Approved Positions,NOC code,Occupation name
Alberta                                                                    ,Low Wage,Lead Education Consultancy Inc.,Unknown,1,1,13110,Administrative Assistants
Alberta                                                                    ,Low Wage,"Legend Canada International Holding Co., Ltd.",Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Leopold'S Tavern Edmonton Strathcona Inc.,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Lethbridge Chicken Foods Inc,Unknown,3,3,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Lethbridge Chicken Foods Inc,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Lets Grill Restaurant Ltd,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Lionhead Mechanical Plumbing & Heating Ltd,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Liquor Drops Ltd.,Unknown,2,2,64100,Retail Salespersons And Visual Merchandisers
Alberta                                                                    ,Low Wage,Liquor House Alberta Ltd.,Unknown,1,1,65100,Cashiers
Alberta                                                                    ,Low Wage,Little Caesars Pizza Of Alberta Inc.,Unknown,3,3,63200,Cooks
Alberta                                                                    ,Low Wage,Little Oaks Early Education Ltd.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Live Well Health Care Giver Ltd,Unknown,1,2,33102,"Nurse Aides, Orderlies And Patient Service Associates"
Alberta                                                                    ,Low Wage,Living Legends Construction Inc.,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Lk Nail Bar Ltd,Unknown,3,3,63211,"Estheticians, Electrologists And Related Occupations"
Alberta                                                                    ,Low Wage,Lloyd All-Day Restaurant Inc,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Loca Management Ltd.,Unknown,1,1,62101,Retail And Wholesale Buyers
Alberta                                                                    ,Low Wage,Lo-Cost Liquor Store Inc,Unknown,1,1,65100,Cashiers
Alberta                                                                    ,Low Wage,Lomas Cleaning And Renovation Inc.,Unknown,1,1,62024,Cleaning Supervisors
Alberta                                                                    ,Low Wage,Loon River Truck Stop Ltd.,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Love Canada Inc.,Unknown,1,2,64409,Other Customer And Information Services Representatives
Alberta                                                                    ,Low Wage,Lubaton Cleaning Services,Unknown,1,2,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Lunatech Consulting Ltd.,Unknown,1,1,13110,Administrative Assistants
Alberta                                                                    ,Low Wage,Luxaries Retail Inc,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Luxury D Homes Trading Ltd,Unknown,1,1,64100,Retail Salespersons And Visual Merchandisers
Alberta                                                                    ,Low Wage,Lyfeplus Pharmacy Inc.,Unknown,1,2,33103,Pharmacy Technical Assistants And Pharmacy Assistants
Alberta                                                                    ,Low Wage,Lyonsdale Homes Ltd.,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Machado Grocers Inc.,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Magic Ground Ltd.,Unknown,1,3,73100,Concrete Finishers
Alberta                                                                    ,Low Wage,Magnaye Catering Services Incorporation,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Main Avenue Cold Beer & Liquor Store Ltd.,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Main Avenue Cold Beer & Liquor Store Ltd.,Unknown,1,1,65100,Cashiers
Alberta                                                                    ,Low Wage,Mama K'S Afro Caribbean Market Ltd.,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Mamma'S Italian Pizza & Steak House Inc,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Mango-Solon Inc.,Unknown,1,2,64100,Retail Salespersons And Visual Merchandisers
Alberta                                                                    ,Low Wage,Mansa Investment Inc.,Unknown,1,3,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,"Maple Leaf Daycare, Preschool & Education Centre Inc.",Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Marble Restaurants Ltd.,Unknown,4,8,63200,Cooks
Alberta                                                                    ,Low Wage,Mark And Pamela Barsanti Sales Ltd,Unknown,1,3,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Master Kulwant Singh G Corp Inc.,Unknown,1,2,64314,Hotel Front Desk Clerks
Alberta                                                                    ,Low Wage,Max Fuel Distributors Ltd.,Unknown,5,7,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Maxima Stone Ltd,Unknown,1,1,14401,Storekeepers And Partspersons
Alberta                                                                    ,Low Wage,Maxworth Homes Ltd.,Unknown,1,1,14101,Receptionists
Alberta                                                                    ,Low Wage,Mayfield Investments Ltd.,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Mbh Bonnyville Lodging Ltd,Unknown,1,3,64314,Hotel Front Desk Clerks
Alberta                                                                    ,Low Wage,Medina Cafe & Grill,Unknown,1,1,65200,Food And Beverage Servers
Alberta                                                                    ,Low Wage,Melea'S Kitchen & Bar Ltd.,Unknown,1,2,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Melseth Contracting Inc.,Unknown,1,1,13110,Administrative Assistants
Alberta                                                                    ,Low Wage,Memorial Drive Restaurant Ltd. O/A Boston Pizza,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Merali Enterprises Ltd,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Merilyn Catering Services Inc.,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Met Blinds Inc,Unknown,1,1,73200,Residential And Commercial Installers And Servicers
Alberta                                                                    ,Low Wage,Mh Motor Products Ltd,Unknown,1,1,75119,Other Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Mian Enterprises Ltd.,Unknown,1,1,65100,Cashiers
Alberta                                                                    ,Low Wage,Mian Enterprises Ltd.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Middle Sister'S Kitchen Ltd.,Unknown,1,1,63202,Bakers
Alberta                                                                    ,Low Wage,Migco Holdings Ltd.,Unknown,1,1,33103,Pharmacy Technical Assistants And Pharmacy Assistants
Alberta                                                                    ,Low Wage,Miku Sushi Ltd,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Milano Doors & Mouldings Inc,Unknown,1,3,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Milltech Millwork Ltd.,Unknown,2,3,72311,Cabinetmakers
Alberta                                                                    ,Low Wage,Mima Concrete Ltd.,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Mirko Langlois Holdings Inc.,Unknown,1,1,65100,Cashiers
Alberta                                                                    ,Low Wage,Mirko Langlois Holdings Inc.,Unknown,1,3,65102,"Store Shelf Stockers, Clerks And Order Fillers"
Alberta                                                                    ,Low Wage,Mitt Builders Ltd.,Unknown,1,1,14101,Receptionists
Alberta                                                                    ,Low Wage,Mkh Stucco Inc.,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Model Contractors Ltd,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Modern Beauty Supplies Inc.,Unknown,1,1,75101,Material Handlers
Alberta                                                                    ,Low Wage,Moga Carpentry Ltd,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Montessori Froebel Development Centre Inc,Unknown,1,1,42202,Early Childhood Educators And Assistants
Alberta                                                                    ,Low Wage,Mountain View Hospitality,Unknown,2,3,62200,Chefs
Alberta                                                                    ,Low Wage,Mountain View Hospitality,Unknown,1,3,63200,Cooks
Alberta                                                                    ,Low Wage,Mountain View Hospitality,Unknown,1,14,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Mro Electronic Supply Ltd.,Unknown,1,15,94107,Machine Operators Of Other Metal Products
Alberta                                                                    ,Low Wage,Mrs. Gu'S Chinese School Ltd.,Unknown,1,1,65312,"Janitors, Caretakers And Heavy-Duty Cleaners"
Alberta                                                                    ,Low Wage,Mrt Enterprises Inc. O/A Family Foods,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Ms Kitchen Cabinets And Renovation Ltd.,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Murrieta'S Canmore Inc.,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,My Pizza And Steak House Inc.,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Mystica Tours Inc,Unknown,1,1,64310,Travel Counsellors
Alberta                                                                    ,Low Wage,Nacmine General Store,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Nagy Construction Ltd,Unknown,1,3,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Nailfits Studio Ltd.,Unknown,1,1,62029,Other Services Supervisors
Alberta                                                                    ,Low Wage,Nails Boutique Bar & Spa Inc.,Unknown,1,1,63211,"Estheticians, Electrologists And Related Occupations"
Alberta                                                                    ,Low Wage,Namao Restaurants Inc.,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Nampa Foods Ltd,Unknown,1,1,65100,Cashiers
Alberta                                                                    ,Low Wage,Namskar Fine East Indian Cuisine Ltd.,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Neelkanth Enterprises Inc.,Unknown,1,2,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Nelmar Cleaning Services Ltd.,Unknown,1,1,62024,Cleaning Supervisors
Alberta                                                                    ,Low Wage,Nelmar Cleaning Services Ltd.,Unknown,1,1,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Nerval Corporation,Unknown,1,1,14403,Purchasing And Inventory Control Workers
Alberta                                                                    ,Low Wage,Nest Homes Alberta Inc.,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Newergy Industries Inc.,Unknown,1,4,85121,Landscaping And Grounds Maintenance Labourers
Alberta                                                                    ,Low Wage,Newgen Cleaners Incorporated,Unknown,1,1,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Newton Holding Ltd,Unknown,1,1,74203,Automotive And Heavy Truck And Equipment Parts Installers And Servicers
Alberta                                                                    ,Low Wage,Nidhi Catering Services Ltd.,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Nidhi Catering Services Ltd.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Nile Properties (1988) Ltd.,Unknown,1,1,62029,Other Services Supervisors
Alberta                                                                    ,Low Wage,Nilkanth Enterprise Corporation,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Nippy Construction Ltd,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,No Water Contracting Inc,Unknown,1,2,73110,Roofers And Shinglers
Alberta                                                                    ,Low Wage,Northern Doors (Western) Ltd.,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Northern Elements Furniture Ltd,Unknown,1,1,14400,Shippers And Receivers
Alberta                                                                    ,Low Wage,Northhill Bottle Depot Ltd,Unknown,1,1,12013,"Supervisors, Supply Chain, Tracking And Scheduling Coordination Occupations"
Alberta                                                                    ,Low Wage,Northlands Foods Inc.,Unknown,2,2,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Northlands Foods Inc.,Unknown,3,3,63200,Cooks
Alberta                                                                    ,Low Wage,Northlands Foods Inc.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Nosh Bistro Inc.,Unknown,1,1,65200,Food And Beverage Servers
Alberta                                                                    ,Low Wage,Nosh Bistro Inc.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Nottingham Tobacconist And Smoke Shop,Unknown,1,1,64100,Retail Salespersons And Visual Merchandisers
Alberta                                                                    ,Low Wage,Nourish Cafe Inc,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Nourish Cafe Inc,Unknown,3,4,63200,Cooks
Alberta                                                                    ,Low Wage,Nurse On Duty Inc.,Unknown,1,1,14111,Data Entry Clerks
Alberta                                                                    ,Low Wage,O Gam Food Corporation,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,O2 Jasper Partnership,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,O2 Millwoods Partnership O/A O2'S Tap House & Grill,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,O2 Tap House And Grill Cold Lake Ltd,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,O2 West Partnership O/A O2'S,Unknown,2,3,63200,Cooks
Alberta                                                                    ,Low Wage,Odyssey Auto Service Ltd.,Unknown,2,2,75119,Other Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Old Spaghetti Factory (Banff) Ltd.,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Old Spaghetti Factory (Banff) Ltd.,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Omax Passion Corporation,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Omg Nailspa Ltd,Unknown,1,1,63211,"Estheticians, Electrologists And Related Occupations"
Alberta                                                                    ,Low Wage,Onc Construction Ltd.,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Oodle Noodle Sherwood Park Ltd,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Opc Services Inc,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Orce Roofing Ltd.,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,P & N Development Ltd.,Unknown,2,2,42202,Early Childhood Educators And Assistants
Alberta                                                                    ,Low Wage,Pace & Nimo Enterprises Inc.,Unknown,1,1,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Pacific West Systems Supply Ltd.,Unknown,1,1,75101,Material Handlers
Alberta                                                                    ,Low Wage,Pambra Investments Inc,Unknown,1,2,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Panache Homes Ltd.,Unknown,1,1,13110,Administrative Assistants
Alberta                                                                    ,Low Wage,Pangaea Ltd.,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Panwar Kdr Ltd,Unknown,2,2,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Panwar Kdr Ltd,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Parabelle Properties  Ltd.,Unknown,1,1,62024,Cleaning Supervisors
Alberta                                                                    ,Low Wage,Paramount Franchising (Alberta) Inc.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Parfait Immigration Ltd,Unknown,1,1,13110,Administrative Assistants
Alberta                                                                    ,Low Wage,Parihar Trucking Ltd.,Unknown,1,1,74203,Automotive And Heavy Truck And Equipment Parts Installers And Servicers
Alberta                                                                    ,Low Wage,Park Plaza Diner Ltd.,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Parkash Renovations Ltd,Unknown,1,3,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Parsons Drugs Ltd,Unknown,1,1,33103,Pharmacy Technical Assistants And Pharmacy Assistants
Alberta                                                                    ,Low Wage,Parwaan Drywall Ltd.,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Patiala Holdings Yyc Inc,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Patsys Place Ltd.,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Paylow Smokes & Cigars Inc.,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Peace River Domino'S Ltd.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Pegasus Foods Inc,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Permacorp Group Of Companies Inc.,Unknown,1,1,72106,Welders And Related Machine Operators
Alberta                                                                    ,Low Wage,Permacorp Group Of Companies Inc.,Unknown,1,1,73200,Residential And Commercial Installers And Servicers
Alberta                                                                    ,Low Wage,Persson Food Services Inc.,Unknown,2,6,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Persson Food Services Inc.,Unknown,1,2,63202,Bakers
Alberta                                                                    ,Low Wage,Persson Food Services Inc.,Unknown,1,2,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Pho 99 Ltd.,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Pho Chu The,Unknown,2,2,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Pho Chu The,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Pho Hoan Pasteur (Heartland Common) Ltd,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Pho Mai Thy Restaurant Ltd.,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Pho Time Authentic Vietnamese Cuisine Ltd.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Phoenix Beauty Corporation,Unknown,1,1,65102,"Store Shelf Stockers, Clerks And Order Fillers"
Alberta                                                                    ,Low Wage,Phoxpress Ltd.,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Phoxpress Ltd.,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Phoxpress Ltd.,Unknown,1,1,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Picton Anaka Alberta Ventures Ltd.,Unknown,1,2,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Pierrefect Cleaning Ltd,Unknown,1,2,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Pinnacle Plants & Contracting Ltd.,Unknown,1,4,85121,Landscaping And Grounds Maintenance Labourers
Alberta                                                                    ,Low Wage,Pioneer Oilfield Rentals Ulc,Unknown,1,2,72423,"Motorcycle, All-Terrain Vehicle And Other Related Mechanics"
Alberta                                                                    ,Low Wage,Pita King Bakery Ltd.,Unknown,1,1,75101,Material Handlers
Alberta                                                                    ,Low Wage,Pizza 30 Ltd,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Pizza Castle Flavors Of Punjab Ltd,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Pk 12Th St Inc,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Pk 17Th Avenue Inc.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Pk Grande Inc,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Pk Sierra Inc,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Pk Sierra Inc,Unknown,1,2,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Planet Cleaning Ltd.,Unknown,1,1,62024,Cleaning Supervisors
Alberta                                                                    ,Low Wage,Pluming Eagle Lodge Ltd.,Unknown,1,5,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Points West Living Wainwright Inc,Unknown,1,1,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Polar Industrial Plastics Ltd.,Unknown,1,2,94212,"Plastic Products Assemblers, Finishers And Inspectors"
Alberta                                                                    ,Low Wage,Prabh Painting Ltd,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Prajapati Food Services Inc.,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Precious Angels Ltd,Unknown,1,1,12200,Accounting Technicians And Bookkeepers
Alberta                                                                    ,Low Wage,Precision Design & Manufacturing Inc,Unknown,1,1,63221,Upholsterers
Alberta                                                                    ,Low Wage,Precision Design & Manufacturing Inc,Unknown,1,1,65311,Specialized Cleaners
Alberta                                                                    ,Low Wage,Preeminent Painting Ltd.,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Preet Brow Ltd.,Unknown,1,1,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Preferred Personnel Of Canada Inc.,Unknown,1,1,14101,Receptionists
Alberta                                                                    ,Low Wage,Premyumm Enterprises (Griesbach) Ltd.,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Premyumm Enterprises (Griesbach) Ltd.,Unknown,1,2,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Prime Stucco Ltd.,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Prisharaj Inc.,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Pro Elite Construction Ltd.,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Proficient Constructions Ltd.,Unknown,1,3,73102,"Plasterers, Drywall Installers And Finishers And Lathers"
Alberta                                                                    ,Low Wage,Profix Truck Repair Ltd.,Unknown,1,1,75119,Other Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Ptml Sales Ltd.,Unknown,1,2,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Pvt Energy Group,Unknown,1,2,65312,"Janitors, Caretakers And Heavy-Duty Cleaners"
Alberta                                                                    ,Low Wage,Q Nail Fort Mcmurray Ltd,Unknown,1,1,63211,"Estheticians, Electrologists And Related Occupations"
Alberta                                                                    ,Low Wage,Q-Nails Supply Ltd,Unknown,1,1,13110,Administrative Assistants
Alberta                                                                    ,Low Wage,Q-Nails Supply Ltd,Unknown,1,1,63211,"Estheticians, Electrologists And Related Occupations"
Alberta                                                                    ,Low Wage,Q-Nails Tsawwassen Ltd,Unknown,1,1,63211,"Estheticians, Electrologists And Related Occupations"
Alberta                                                                    ,Low Wage,Quality Pizza & Sub Ltd.,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Quality Pizza & Sub Ltd.,Unknown,1,1,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Quality Wholesale Liquidation Ltd.,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,R & C Grant Holdings Ltd,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,R Bansal Enterprises Ltd.,Unknown,1,1,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,R P C Enterprises Ltd.,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,R&B Food Inc,Unknown,1,1,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,R.E.D. Holdings Inc.,Unknown,2,7,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,R.J. King Mechanics Corp.,Unknown,1,1,65311,Specialized Cleaners
Alberta                                                                    ,Low Wage,R2 Bee C Ltd,Unknown,1,2,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Radiance Urgent Care Medical Inc.,Unknown,1,1,14101,Receptionists
Alberta                                                                    ,Low Wage,Radical Streetwear Inc.,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Ramp Food Inc,Unknown,1,2,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Ranacorp Inc,Unknown,1,1,65100,Cashiers
Alberta                                                                    ,Low Wage,Randhawa Harman Inc.,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Rashad Enterprises Ltd.,Unknown,1,1,64100,Retail Salespersons And Visual Merchandisers
Alberta                                                                    ,Low Wage,Raya Concrete Construction Ltd,Unknown,1,1,73100,Concrete Finishers
Alberta                                                                    ,Low Wage,Rayat Consultants Inc O/A Catalyst Pharmacy,Unknown,1,1,62010,Retail Sales Supervisors
Alberta                                                                    ,Low Wage,Red Deer Catalina Swim Club,Unknown,1,1,53201,Coaches
Alberta                                                                    ,Low Wage,Red Deer Tire & Auto Care Ltd,Unknown,1,1,75119,Other Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Red Dragon Nails & Spa Ltd.,Unknown,1,1,63211,"Estheticians, Electrologists And Related Occupations"
Alberta                                                                    ,Low Wage,Red Rest Motel Ltd,Unknown,1,1,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Red Spoon Holdings Ltd,Unknown,2,2,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Redstone Cribbing Corp,Unknown,1,2,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Refresh Laser Spa Inc.,Unknown,1,1,14101,Receptionists
Alberta                                                                    ,Low Wage,Regal Security Services Ltd,Unknown,2,3,64410,Security Guards And Related Security Service Occupations
Alberta                                                                    ,Low Wage,Regency Innovations Inc,Unknown,1,1,72311,Cabinetmakers
Alberta                                                                    ,Low Wage,Remai Ventures Inc.,Unknown,1,1,64314,Hotel Front Desk Clerks
Alberta                                                                    ,Low Wage,Rene Yabar Professional Corporation,Unknown,1,1,14101,Receptionists
Alberta                                                                    ,Low Wage,Restaurex Corporation,Unknown,2,2,60030,Restaurant And Food Service Managers
Alberta                                                                    ,Low Wage,Restaurex Corporation,Unknown,10,11,62020,Food Service Supervisors
Alberta                                                                    ,Low Wage,Restaurex Corporation,Unknown,5,8,65201,"Food Counter Attendants, Kitchen Helpers And Related Support Occupations"
Alberta                                                                    ,Low Wage,Rise Education Ltd,Unknown,1,1,13110,Administrative Assistants
Alberta                                                                    ,Low Wage,Rise N' Shine Breakfast Place Ltd.,Unknown,1,1,63200,Cooks
Alberta                                                                    ,Low Wage,Rising Star Daycare & Osc Ltd,Unknown,1,1,42202,Early Childhood Educators And Assistants
Alberta                                                                    ,Low Wage,Rising Star Trucking Inc.,Unknown,1,1,74203,Automotive And Heavy Truck And Equipment Parts Installers And Servicers
Alberta                                                                    ,Low Wage,River City Grading Ltd,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Rivera Homes Ltd,Unknown,1,1,75110,Construction Trades Helpers And Labourers
Alberta                                                                    ,Low Wage,Rks Hotels Group Ltd,Unknown,1,1,64314,Hotel Front Desk Clerks
Alberta                                                                    ,Low Wage,Rks Hotels Group Ltd,Unknown,1,5,65310,Light Duty Cleaners
Alberta                                                                    ,Low Wage,Rnk Kaura Enterprises Ltd,Unknown,1,2,63200,Cooks
Alberta                                                                    ,Low Wage,Roadhouse Restaurant Ltd.,Unknown,1,2,63200,Cooks
